id,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len,num_comp
372,Data Scientist,$68K-$114K (Glassdoor est.),3.8,"Zimmerman Advertising
3.8","Fort Lauderdale, FL","Fort Lauderdale, FL",501 to 1000 employees,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,68,114,91,Zimmerman Advertising,FL,1,36,1,0,0,0,1,data scientist,na,2915,0
373,Data Scientist,Employer Provided Salary:$150K-$160K,5,"BPA Services
5.0","Washington, DC","Alexandria, VA",Unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,1,150,160,155,BPA Services,DC,0,-1,0,0,0,1,1,data scientist,na,3213,0
374,"Enterprise Architect, Data",$101K-$158K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,101,158,129.5,MassMutual,MA,0,169,1,0,1,1,1,na,na,4624,0
375,"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),4,"Pfizer
4.0","New York, NY","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,125,210,167.5,Pfizer,NY,1,171,0,0,0,1,1,data scientist,senior,4914,0
376,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),3.8,"Associated Banc-Corp
3.8","Green Bay, WI","Green Bay, WI",1001 to 5000 employees,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",0,0,43,77,60,Associated Banc-Corp,WI,1,150,0,0,0,1,1,analyst,na,4103,3
377,Lead Data Scientist,$139K-$221K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,139,221,180,Zest AI,CA,1,11,1,0,0,0,1,data scientist,senior,3199,0
378,"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65,Fareportal,NY,1,18,0,0,0,0,1,analyst,na,2501,3
379,Senior Data Engineer,$78K-$147K (Glassdoor est.),4.3,"Genesys
4.3","Durham, NC","Daly City, CA",5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,78,147,112.5,Genesys,NC,0,30,1,0,1,1,0,data engineer,senior,4577,3
380,Senior Data Analyst,$65K-$110K (Glassdoor est.),1.9,"Moda Operandi
1.9","New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,65,110,87.5,Moda Operandi,NY,1,10,1,0,0,0,1,analyst,senior,4537,3
381,Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37,66,51.5,Liberty Mutual Insurance,IN,0,108,1,0,0,0,1,na,na,4323,3
382,Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),4.7,"QK
4.7","Clovis, CA","Visalia, CA",51 to 200 employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,0,0,38,64,51,QK,CA,0,48,0,0,0,0,1,na,na,4223,0
383,"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),3.1,"Santander
3.1","Boston, MA","Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,43,82,62.5,Santander,MA,0,164,1,0,0,0,1,na,na,3325,0
384,Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),3.4,"Tivity Health
3.4","Chandler, AZ","Franklin, TN",501 to 1000 employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,90,110,100,Tivity Health,AZ,0,39,0,0,0,0,0,data engineer,senior,3889,0
385,Data Engineer,$61K-$109K (Glassdoor est.),4.4,"BRMi
4.4","Chantilly, VA","Washington, DC",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,61,109,85,BRMi,VA,0,16,1,0,1,1,0,data engineer,na,2869,0
386,Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),3.9,"Luminar Technologies
3.9","Orlando, FL","Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,93,151,122,Luminar Technologies,FL,1,8,1,0,0,1,0,data scientist,senior,5647,0
387,Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,52,81,66.5,"Emtec, Inc.",IL,0,25,1,0,0,0,0,na,na,4759,0
388,"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,40,101,70.5,Veterans United Home Loans,MO,1,18,0,0,1,0,1,na,na,2708,0
389,Senior Data Engineer,$97K-$180K (Glassdoor est.),4.7,"Praetorian
4.7","Austin, TX","Austin, TX",51 to 200 employees,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,97,180,138.5,Praetorian,TX,1,10,1,0,1,0,0,data engineer,senior,4854,0
390,Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,PA Consulting,MA,0,77,0,0,1,0,1,data scientist,na,8761,3
391,"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,84,157,120.5,Agios Pharmaceuticals,MA,1,12,0,0,0,0,0,na,na,2683,0
392,Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81,Advanced BioScience Laboratories,MD,1,59,0,0,0,0,0,na,na,4740,0
393,Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,68,139,103.5,Reynolds American,KY,0,145,0,0,0,0,0,na,na,5169,0
394,Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,Echo Global Logistics,IL,1,15,0,0,0,0,0,data engineer,senior,4288,3
395,Lead Big Data Engineer,$121K-$203K (Glassdoor est.),4,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162,Glassdoor,CA,0,13,1,0,1,1,1,data engineer,senior,3978,2
396,Product Engineer â€?Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,Esri,CA,1,51,1,0,1,0,1,na,na,3413,1
397,Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,Assurant,OH,0,42,0,0,0,0,1,data scientist,senior,1735,3
398,College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),3.7,"Caterpillar
3.7","Peoria, IL","Deerfield, IL",10000+ employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63,99,81,Caterpillar,IL,0,95,0,0,0,0,0,data scientist,na,2739,3
399,Senior Data Scientist,$110K-$150K(Employer est.),4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110,150,130,Equity Residential,IL,1,27,1,0,1,0,1,data scientist,senior,9120,3
400,Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 to 500 employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,83,148,115.5,F&G,IA,1,-1,1,0,0,0,1,data engineer,senior,6569,0
401,Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,PNNL,WA,1,55,0,0,0,0,0,data scientist,senior,5188,3
402,Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,0,0,31,55,43,GreatAmerica Financial Services,IA,1,28,0,0,0,0,1,analyst,na,4328,0
403,"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,102,178,140,Acceleron Pharma,MA,1,17,0,0,0,0,1,director,na,5449,0
404,"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,-1,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,110,130,120,Kronos Bio,MA,0,-1,0,0,0,0,0,na,senior,3214,0
405,Data Analyst Senior,$48K-$85K (Glassdoor est.),3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,AmeriHealth Caritas,PA,1,37,0,0,0,0,1,analyst,senior,3766,3
406,Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,66,123,94.5,Strategic Employment Partners,CA,0,14,1,0,0,1,0,data engineer,senior,1504,0
407,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119,PNNL,WA,0,55,0,0,0,0,0,data scientist,senior,5186,3
408,Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,42,58,25,Catholic Health Initiatives,NE,0,24,0,0,0,0,0,na,na,1844,2
409,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,20,34,13.5,FLEETCOR,TN,0,20,0,0,0,0,1,analyst,senior,4299,0
410,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,Liberty Mutual Insurance,IL,0,108,1,0,0,0,0,director,na,3935,3
411,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,Southwest Research Institute,TX,1,73,1,0,0,1,1,na,senior,2332,3
412,Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,82,129,105.5,Applied Research Laboratories,TX,1,-1,1,0,0,1,0,data scientist,na,8734,0
413,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,47,101,74,Reynolds American,NC,1,145,0,0,0,0,1,na,senior,6034,0
414,Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,49,76,62.5,Raytheon,AL,0,98,0,0,0,0,1,analyst,na,4774,0
415,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,RTI International,NC,0,62,0,0,0,0,0,na,senior,2222,3
416,Director Data Science,$124K-$199K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,124,199,161.5,TRANZACT,NJ,1,31,1,0,0,1,1,director,na,5121,0
417,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,United BioSource,PA,1,17,0,0,0,0,1,analyst,senior,1359,2
418,Senior Data Engineer,$97K-$181K (Glassdoor est.),3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,97,181,139,Figure Eight,CA,1,12,1,0,0,1,1,data engineer,senior,4915,0
419,Senior Data Engineer,$100K-$173K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,Tapjoy,CA,1,13,0,0,0,0,0,data engineer,senior,3466,2
420,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,Fareportal,NY,1,18,1,0,1,0,0,data scientist,na,3172,3
421,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,96,80.5,Reynolds American,NC,1,145,0,0,0,0,1,na,senior,5749,0
422,Data Scientist,$56K-$95K (Glassdoor est.),3.5,"Sartorius
3.5","Albuquerque, NM","Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,56,95,75.5,Sartorius,NM,0,150,1,0,0,0,1,data scientist,na,3543,0
423,Data Scientist,$111K-$176K (Glassdoor est.),4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,111,176,143.5,1904labs,MO,1,4,1,0,1,0,0,data scientist,na,5020,2
424,Data Scientist,$75K-$127K (Glassdoor est.),5,"Royce Geospatial
5.0","Springfield, VA","Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,0,0,75,127,101,Royce Geospatial,VA,0,6,1,0,0,0,0,data scientist,na,2711,0
425,Data Engineer,$65K-$119K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,119,92,MassMutual,MA,1,169,1,0,1,0,1,data engineer,na,2929,0
426,Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,PNNL,WA,1,55,1,0,0,0,0,data scientist,na,6411,3
427,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,108,173,140.5,Recursion Pharmaceuticals,UT,1,7,1,0,0,1,0,data scientist,senior,4819,0
428,Data Scientist,$94K-$139K (Glassdoor est.),3.6,"Citi
3.6","Jersey City, NJ","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,0,94,139,116.5,Citi,NJ,0,208,0,0,0,0,1,data scientist,na,3948,0
429,Principal Machine Learning Scientist,$176K-$289K (Glassdoor est.),4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,176,289,232.5,Sage Intacct,CA,0,21,1,0,0,0,0,mle,senior,3855,0
430,Data Scientist,$92K-$149K (Glassdoor est.),3.5,"Scale AI
3.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,92,149,120.5,Scale AI,CA,1,4,1,0,0,0,0,data scientist,na,2288,0
431,Product Engineer â€?Data Science,$63K-$101K (Glassdoor est.),3.5,"Esri
3.5","Arlington, VA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63,101,82,Esri,VA,0,51,1,0,0,0,0,na,na,4196,1
432,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,Rochester Regional Health,NY,1,6,0,0,0,0,0,na,senior,3670,0
433,Data Scientist,$118K-$188K (Glassdoor est.),2.7,"Change Healthcare
2.7","Emeryville, CA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,118,188,153,Change Healthcare,CA,0,13,1,0,1,1,0,data scientist,na,6995,0
434,Data Scientist,$108K-$146K (Glassdoor est.),3.4,"MZ
3.4","Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,108,146,127,MZ,CA,1,12,1,0,1,0,0,data scientist,na,3362,0
435,Data Scientist,$65K-$106K (Glassdoor est.),4.7,"HG Insights
4.7","Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,65,106,85.5,HG Insights,CA,1,10,1,0,1,0,1,data scientist,na,3740,0
436,Data Scientist,$55K-$98K (Glassdoor est.),2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,0,0,55,98,76.5,"1-800-FLOWERS.COM, Inc.",NY,1,44,1,0,0,0,1,data scientist,na,3000,0
437,Data Scientist,$94K-$162K (Glassdoor est.),3.5,"CBS Interactive
3.5","New York, NY","San Francisco, CA",1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",0,0,94,162,128,CBS Interactive,NY,0,28,1,0,1,0,0,data scientist,na,4140,3
438,Data Engineer,$63K-$120K (Glassdoor est.),3.2,"Numeric, LLC
3.2","King of Prussia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,63,120,91.5,"Numeric, LLC",PA,0,-1,1,0,1,1,1,data engineer,na,1484,0
439,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,90,179,134.5,Rubius Therapeutics,MA,1,7,0,0,0,0,0,na,senior,4438,0
440,Data Scientist,$127K-$202K (Glassdoor est.),3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,127,202,164.5,Samba TV,CA,1,12,0,0,0,0,0,data scientist,na,1688,0
441,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,60,127,93.5,ClearEdge,MD,1,18,0,0,0,0,1,na,na,4637,0
442,Market Data Analyst,$31K-$57K (Glassdoor est.),3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,0,0,31,57,44,SV Microwave,FL,1,29,0,0,0,0,0,analyst,na,2290,0
443,Staff Data Engineer,$105K-$194K (Glassdoor est.),3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,105,194,149.5,Sumo Logic,TX,0,10,0,0,1,1,0,data engineer,na,3297,3
444,Associate Data Engineer,$45K-$86K (Glassdoor est.),3.5,"EAB
3.5","Washington, DC","Washington, DC",1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,0,0,45,86,65.5,EAB,DC,1,13,0,0,1,1,1,data engineer,na,4582,0
445,Data Engineer,$75K-$143K (Glassdoor est.),4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,75,143,109,SpringML,VA,0,5,1,0,1,0,0,data engineer,na,2353,0
446,Staff Data Engineer,$126K-$228K (Glassdoor est.),3.7,"Samsung Research America
3.7","Mountain View, CA","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",0,0,126,228,177,Samsung Research America,CA,1,32,1,0,1,1,0,data engineer,na,3218,3
447,Data Scientist,$80K-$134K (Glassdoor est.),4.7,"Systems & Technology Research
4.7","Arlington, VA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,80,134,107,Systems & Technology Research,VA,0,10,1,0,1,0,1,data scientist,na,3703,0
448,Data Scientist,$120K-$189K (Glassdoor est.),4.1,"Netskope
4.1","Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,Netskope,CA,1,8,1,0,1,0,1,data scientist,na,4203,3
449,Data Scientist,$85K-$142K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Santa Clara, CA","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,0,0,85,142,113.5,Lorven Technologies Inc,CA,0,-1,1,0,1,0,0,data scientist,na,1034,0
450,Senior Data Scientist,$95K-$154K (Glassdoor est.),3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,0,95,154,124.5,Brighthouse Financial,NC,1,3,1,0,1,0,1,data scientist,senior,3870,0
